COUNTRY,HOLDER NAME,ISSUER,ISIN,NET SHORT POSITION (%),POSITION DATE
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,CUPID PLC,GB00B4NJ4984,0.72,2013-02-14
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,0.87,2012-11-01
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,0.92,2012-11-15
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.03,2012-12-27
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.12,2013-01-15
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.29,2013-01-24
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.39,2013-01-25
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.40,2013-01-28
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.50,2013-02-01
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.77,2013-02-08
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,FENNER PLC,GB0003345054,1.81,2013-02-11
UNITED KINGDOM,FOX-DAVIES CAPITAL LIMITED,AFRICAN MEDICAL INVESTMENTS PLC,IM00B39HQT38,0.63,2013-02-15
UNITED KINGDOM,FOX-DAVIES CAPITAL LIMITED,AFRICAN MEDICAL INVESTMENTS PLC,IM00B39HQT38,0.29,2013-02-20
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,12.17,2012-11-01
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,7.62,2012-12-10
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,7.40,2012-12-11
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,7.23,2012-12-12
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,7.12,2012-12-13
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,2.99,2012-12-14
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,0.35,2012-12-17
UNITED KINGDOM,FRESCO S.R.L.,HMV GROUP PLC,GB0031575722,5.86,2012-11-01
UNITED KINGDOM,"FVP MASTER FUND, L.P.",DIXONS RETAIL PLC,GB0000472455,0.63,2012-11-01
UNITED KINGDOM,"FVP MASTER FUND, L.P.",DIXONS RETAIL PLC,GB0000472455,0.35,2012-12-20
UNITED KINGDOM,"FVP MASTER FUND, L.P.",HMV GROUP PLC,GB0031575722,1.43,2012-11-01
UNITED KINGDOM,"FVP MASTER FUND, L.P.",HMV GROUP PLC,GB0031575722,1.07,2013-01-14
UNITED KINGDOM,"FVP MASTER FUND, L.P.",JOHNSTON PRESS PLC,GB0004769682,1.18,2012-11-01
UNITED KINGDOM,"GEORGETOWN ASSET HOLDINGS, LTD.",XP POWER LTD,SG9999003735,0.56,2012-11-01
UNITED KINGDOM,"GEORGETOWN ASSET HOLDINGS, LTD.",XP POWER LTD,SG9999003735,0.65,2012-12-20
UNITED KINGDOM,GLG PARTNERS LP,ENQUEST PLC,GB00B635TG28,1.04,2012-11-01
UNITED KINGDOM,GLG PARTNERS LP,ENQUEST PLC,GB00B635TG28,0.99,2013-01-25
UNITED KINGDOM,GLG PARTNERS LP,ENQUEST PLC,GB00B635TG28,0.87,2013-02-07
UNITED KINGDOM,GLG PARTNERS LP,ENQUEST PLC,GB00B635TG28,0.60,2013-02-19
UNITED KINGDOM,GLG PARTNERS LP,ENQUEST PLC,GB00B635TG28,0.59,2013-02-20
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.52,2012-11-06
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.61,2012-11-22
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.75,2012-11-27
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.82,2012-12-07
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,1.16,2013-01-10
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,1.05,2013-01-21
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.94,2013-01-22
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.89,2013-01-23
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.30,2013-01-30
UNITED KINGDOM,GLG PARTNERS LP,LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.58,2012-11-01
UNITED KINGDOM,GLG PARTNERS LP,LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.61,2012-12-07
UNITED KINGDOM,GLG PARTNERS LP,LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.59,2012-12-18
UNITED KINGDOM,GLG PARTNERS LP,LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.49,2012-12-20
UNITED KINGDOM,GLG PARTNERS LP,LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.39,2013-01-07
UNITED KINGDOM,GLG PARTNERS LP,MAX PETROLEUM PLC,GB00B0H1P667,2.60,2012-11-01
UNITED KINGDOM,GLG PARTNERS LP,MAX PETROLEUM PLC,GB00B0H1P667,1.55,2012-12-31
UNITED KINGDOM,GLG PARTNERS LP,MAX PETROLEUM PLC,GB00B0H1P667,1.49,2013-01-16
UNITED KINGDOM,GLG PARTNERS LP,MAX PETROLEUM PLC,GB00B0H1P667,1.06,2013-01-22
UNITED KINGDOM,GLG PARTNERS LP,PETROFAC LTD,GB00B0H2K534,0.63,2013-01-30
UNITED KINGDOM,GLG PARTNERS LP,PETROFAC LTD,GB00B0H2K534,0.58,2013-02-12
UNITED KINGDOM,GLG PARTNERS LP,PETROFAC LTD,GB00B0H2K534,0.48,2013-02-21
UNITED KINGDOM,GLG PARTNERS LP,SAGE GROUP PLC,GB0008021650,0.63,2012-11-01
UNITED KINGDOM,GLG PARTNERS LP,SAGE GROUP PLC,GB0008021650,0.57,2012-11-15
UNITED KINGDOM,GLG PARTNERS LP,SAGE GROUP PLC,GB0008021650,0.39,2012-11-16
UNITED KINGDOM,GLG PARTNERS LP,SAGE GROUP PLC,GB0008021650,0.50,2013-02-08
UNITED KINGDOM,GLG PARTNERS LP,SAGE GROUP PLC,GB0008021650,0.45,2013-02-15
UNITED KINGDOM,GLG PARTNERS LP,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.67,2012-11-01
UNITED KINGDOM,GLG PARTNERS LP,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.01,2012-11-09
UNITED KINGDOM,GLG PARTNERS LP,SPORTINGBET PLC,GB0009516252,1.76,2012-11-01
UNITED KINGDOM,GLG PARTNERS LP,SPORTINGBET PLC,GB0009516252,1.68,2012-11-23
UNITED KINGDOM,GLG PARTNERS LP,SPORTINGBET PLC,GB0009516252,0.19,2013-01-16
UNITED KINGDOM,GMT CAPITAL CORP,CARPETRIGHT PLC,GB0001772945,3.56,2012-11-01
UNITED KINGDOM,GMT CAPITAL CORP,MONITISE PLC,GB00B1YMRB82,0.83,2012-11-01
UNITED KINGDOM,GMT CAPITAL CORP,MONITISE PLC,GB00B1YMRB82,0.63,2012-11-23
UNITED KINGDOM,GMT CAPITAL CORP,MONITISE PLC,GB00B1YMRB82,0.55,2012-12-03
UNITED KINGDOM,GMT CAPITAL CORP,OCADO GROUP PLC,GB00B3MBS747,2.53,2012-11-01
UNITED KINGDOM,GMT CAPITAL CORP,OCADO GROUP PLC,GB00B3MBS747,2.45,2012-11-15
UNITED KINGDOM,GMT CAPITAL CORP,OCADO GROUP PLC,GB00B3MBS747,2.52,2012-11-27
UNITED KINGDOM,GMT CAPITAL CORP,OCADO GROUP PLC,GB00B3MBS747,2.61,2013-02-12
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,0.51,2012-12-19
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,0.62,2013-01-02
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,0.75,2013-01-08
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,0.85,2013-01-11
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,0.92,2013-01-15
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.02,2013-01-18
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.10,2013-01-21
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.24,2013-01-23
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.30,2013-01-29
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.40,2013-01-31
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.54,2013-02-04
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.61,2013-02-06
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.72,2013-02-12
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.82,2013-02-14
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.90,2013-02-19
UNITED KINGDOM,"GREENLIGHT CAPITAL, INC.",DAILY MAIL & GENERAL TRUST PLC,GB0009457366,4.37,2012-11-01
UNITED KINGDOM,"GREENLIGHT CAPITAL, INC.",DAILY MAIL & GENERAL TRUST PLC,GB0009457366,4.43,2012-11-02
UNITED KINGDOM,GUEVOURA FUND LTD,LONMIN PLC,GB0031192486,0.67,2012-12-06
UNITED KINGDOM,HBK INVESTMENTS L.P.,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.53,2012-11-27
UNITED KINGDOM,HBK INVESTMENTS L.P.,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.61,2012-12-03
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,ABCAM PLC,GB00B6774699,0.48,2012-11-05
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,ABCAM PLC,GB00B6774699,0.50,2012-11-07
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,ABCAM PLC,GB00B6774699,0.49,2012-11-08
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,BREWIN DOLPHIN HOLDINGS PLC,GB0001765816,0.52,2013-02-04
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,BREWIN DOLPHIN HOLDINGS PLC,GB0001765816,0.62,2013-02-06
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,BREWIN DOLPHIN HOLDINGS PLC,GB0001765816,0.53,2013-02-08
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,BREWIN DOLPHIN HOLDINGS PLC,GB0001765816,0.37,2013-02-14
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,CRANSWICK PLC,GB0002318888,0.52,2012-11-16
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,CRANSWICK PLC,GB0002318888,0.48,2012-11-19
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DEVRO PLC,GB0002670437,0.51,2012-12-20
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DEVRO PLC,GB0002670437,0.62,2013-01-23
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DEVRO PLC,GB0002670437,0.30,2013-01-30
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DIALIGHT PLC,GB0033057794,0.31,2012-11-08
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.55,2012-11-15
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.48,2012-11-21
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.52,2012-12-07
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.49,2012-12-12
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.53,2012-12-17
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.49,2012-12-18
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.51,2012-12-20
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.62,2013-02-01
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.71,2013-02-18
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.86,2012-11-13
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.92,2012-12-04
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.83,2012-12-07
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.75,2012-12-10
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.67,2012-12-20
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.75,2013-01-03
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.66,2013-01-07
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.74,2013-01-16
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.26,2013-02-06
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIBERWEB PLC,GB00B1FMH067,1.00,2012-11-09
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIBERWEB PLC,GB00B1FMH067,1.10,2012-11-22
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIBERWEB PLC,GB00B1FMH067,0.95,2013-01-23
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIBERWEB PLC,GB00B1FMH067,0.85,2013-02-07
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIBERWEB PLC,GB00B1FMH067,0.05,2013-02-15
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIDESSA GROUP PLC,GB0007590234,0.52,2013-02-13
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,GREGGS PLC,GB00B63QSB39,0.84,2012-11-08
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,GREGGS PLC,GB00B63QSB39,0.64,2013-01-03
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,GREGGS PLC,GB00B63QSB39,0.72,2013-01-10
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,GREGGS PLC,GB00B63QSB39,0.82,2013-02-20
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,MCBRIDE GROUP PLC,GB0005746358,0.51,2013-01-31
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,MCBRIDE GROUP PLC,GB0005746358,0.61,2013-02-08
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,MOTHERCARE PLC,GB0009067447,0.50,2013-01-17
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,ABCAM PLC,GB00B6774699,0.50,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,CARPETRIGHT PLC,GB0001772945,1.01,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,DIALIGHT PLC,GB0033057794,0.54,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.51,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.67,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,FENNER PLC,GB0003345054,0.51,2013-01-03
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,FENNER PLC,GB0003345054,0.61,2013-01-23
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,FENNER PLC,GB0003345054,0.48,2013-01-30
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,FIBERWEB PLC,GB00B1FMH067,1.65,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,GREGGS PLC,GB00B63QSB39,0.98,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,GREGGS PLC,GB00B63QSB39,0.84,2012-11-20
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,GREGGS PLC,GB00B63QSB39,0.92,2012-12-24
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,MARSTON'S PLC,GB00B1JQDM80,2.20,2012-11-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,MARSTON'S PLC,GB00B1JQDM80,2.16,2012-11-26
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,SYNERGY HEALTH PLC,GB0030757263,0.60,2013-01-16
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,SYNERGY HEALTH PLC,GB0030757263,0.71,2013-02-01
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,SYNERGY HEALTH PLC,GB0030757263,0.62,2013-02-20
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,ASOS PLC,GB0030927254,0.50,2013-01-03
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,ASOS PLC,GB0030927254,0.49,2013-01-09
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,ASOS PLC,GB0030927254,0.50,2013-01-10
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,ASOS PLC,GB0030927254,0.48,2013-01-17
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,BWIN.PARTY DIGITAL ENTERTAINMENT,GI000A0MV757,0.59,2012-11-01
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,BWIN.PARTY DIGITAL ENTERTAINMENT,GI000A0MV757,0.48,2012-12-05
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,BWIN.PARTY DIGITAL ENTERTAINMENT,GI000A0MV757,0.51,2013-02-12
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,LAMPRELL PLC,GB00B1CL5249,0.53,2013-01-21
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,LAMPRELL PLC,GB00B1CL5249,0.61,2013-01-31
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,LAMPRELL PLC,GB00B1CL5249,0.70,2013-02-05
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,LAMPRELL PLC,GB00B1CL5249,0.82,2013-02-12
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,VESUVIUS PLC,GB00B82YXW83,0.50,2013-01-08
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,VESUVIUS PLC,GB00B82YXW83,0.48,2013-01-11
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.79,2012-11-01
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.86,2012-11-05
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.79,2012-11-14
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.69,2012-11-20
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.59,2012-12-03
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.46,2012-12-06
UNITED KINGDOM,IGNIS INVESTMENT SERVICES LTD,CVS GROUP,GB00B2863827,0.75,2012-11-01
UNITED KINGDOM,IGNIS INVESTMENT SERVICES LTD,CVS GROUP,GB00B2863827,0.69,2013-01-04
UNITED KINGDOM,IGNIS INVESTMENT SERVICES LTD,CVS GROUP,GB00B2863827,0.41,2013-02-06
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,AMLIN PLC,GB00B2988H17,0.66,2012-11-01
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,BODYCOTE PLC,GB00B3FLWH99,0.83,2012-11-01
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,BODYCOTE PLC,GB00B3FLWH99,0.78,2013-02-21
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,ELECTROCOMPONENTS PLC,GB0003096442,0.94,2012-11-01
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,ELECTROCOMPONENTS PLC,GB0003096442,1.06,2012-12-07
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,ELECTROCOMPONENTS PLC,GB0003096442,1.10,2012-12-14
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,ELECTROCOMPONENTS PLC,GB0003096442,1.09,2013-01-25
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,ELECTROCOMPONENTS PLC,GB0003096442,0.99,2013-01-29
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,MEARS GROUP PLC,GB0005630420,0.54,2013-01-14
UNITED KINGDOM,INVESTEC ASSET MANAGEMENT LIMITED,LONMIN PLC,GB0031192486,0.58,2012-11-13
UNITED KINGDOM,INVESTEC ASSET MANAGEMENT LIMITED,LONMIN PLC,GB0031192486,0.00,2012-11-14
UNITED KINGDOM,"JOHO CAPITAL, LLC",CSR PLC,GB0034147388,4.03,2012-11-01
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,APR ENERGY PLC,GB00B58D4C52,0.66,2012-11-27
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,APR ENERGY PLC,GB00B58D4C52,0.70,2013-01-23
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,APR ENERGY PLC,GB00B58D4C52,0.27,2013-01-24
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIDESSA GROUP PLC,GB0007590234,0.60,2012-11-01
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIDESSA GROUP PLC,GB0007590234,0.58,2012-11-29
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIDESSA GROUP PLC,GB0007590234,0.31,2013-02-14
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIRSTGROUP PLC,GB0003452173,0.55,2012-11-01
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIRSTGROUP PLC,GB0003452173,0.59,2012-11-14
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIRSTGROUP PLC,GB0003452173,0.40,2013-01-24
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,PREMIER FARNELL PLC,GB0003318416,0.75,2012-12-04
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,PREMIER FARNELL PLC,GB0003318416,0.66,2012-12-12
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,PREMIER FARNELL PLC,GB0003318416,0.58,2012-12-17
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,PREMIER FARNELL PLC,GB0003318416,0.48,2012-12-21
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.52,2012-11-30
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.52,2013-01-21
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,XP POWER LTD,SG9999003735,1.34,2012-11-01
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,XP POWER LTD,SG9999003735,1.55,2012-11-06
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,XP POWER LTD,SG9999003735,1.01,2012-11-28
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.61,2012-11-01
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.55,2012-11-21
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.64,2012-12-27
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.70,2012-12-28
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.80,2013-01-09
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.92,2013-02-04
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,ASOS PLC,GB0030927254,2.52,2012-11-01
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,ASOS PLC,GB0030927254,2.23,2012-12-12
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,ASOS PLC,GB0030927254,2.18,2012-12-13
