COUNTRY,POSITION HOLDER,NAME OF THE ISSUER,ISIN,NET SHORT POSITION,"DATE POSITION WAS CREATED, CHANGED OR CANCELLED"
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.10%,2012-11-28
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.08%,2013-01-02
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.10%,2013-01-15
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.22%,2013-01-25
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.32%,2013-01-30
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.42%,2013-02-01
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.51%,2013-02-07
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.62%,2013-02-15
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.71%,2013-02-21
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",London Stock Exchange Group PLC,GB00B0SWJX34,0.60%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",London Stock Exchange Group PLC,GB00B0SWJX34,0.59%,2012-11-07
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",London Stock Exchange Group PLC,GB00B0SWJX34,0.49%,2012-11-16
UNITED KINGDOM,GLG Partners LP,London Stock Exchange Group PLC,GB00B0SWJX34,0.58%,2012-11-01
UNITED KINGDOM,GLG Partners LP,London Stock Exchange Group PLC,GB00B0SWJX34,0.61%,2012-12-07
UNITED KINGDOM,GLG Partners LP,London Stock Exchange Group plc,GB00B0SWJX34,0.59%,2012-12-18
UNITED KINGDOM,GLG Partners LP,London Stock Exchange Group PLC,GB00B0SWJX34,0.49%,2012-12-20
UNITED KINGDOM,GLG Partners LP,London Stock Exchange Group PLC,GB00B0SWJX34,0.39%,2013-01-07
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.80%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.76%,2012-11-06
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.68%,2012-11-09
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.25%,2012-11-20
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.69%,2012-11-21
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.73%,2012-11-23
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.68%,2012-11-27
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.48%,2012-12-04
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.55%,2013-01-22
UNITED KINGDOM,"AQR Capital Management, LLC",Lonmin PLC,GB0031192486,0.49%,2013-02-11
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Lonmin Plc,GB0031192486,0.85%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,LONMIN PLC,GB0031192486,1.04%,2012-11-15
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,LONMIN PLC,GB0031192486,0.89%,2012-11-20
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,LONMIN PLC,GB0031192486,0.79%,2012-11-22
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,LONMIN PLC,GB00B844GQ10,0.79%,2012-11-23
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,LONMIN PLC,GB0031192486,0.63%,2012-11-29
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Lonmin Plc,GB0031192486,0.59%,2012-11-30
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Lonmin Plc,GB0031192486,0.49%,2013-01-11
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Lonmin Plc,GB0031192486,0.51%,2013-01-14
UNITED KINGDOM,Bocage Capital LLC,LONMIN PLC,GB0031192486,1.05%,2012-01-18
UNITED KINGDOM,Bocage Capital LLC,LONMIN PLC,GB0031192486,0.79%,2012-11-01
UNITED KINGDOM,Bocage Capital LLC,Lonmin plc,GB0031192486,1.06%,2012-11-08
UNITED KINGDOM,Bocage Capital LLC,Lonmin PLC,GB0031192486,0.87%,2012-11-16
UNITED KINGDOM,Bocage Capital LLC,Lonmin PLC,GB0031192486,1.06%,2012-12-07
UNITED KINGDOM,Bocage Capital LLC,Lonmin PLC,GB0031192486,1.17%,2012-12-10
UNITED KINGDOM,Bocage Capital LLC,Lonmin PLC,GB0031192486,1.29%,2012-12-11
UNITED KINGDOM,Bocage Capital LLC,Lonmin PLC,GB0031192486,0.51%,2012-12-12
UNITED KINGDOM,Bocage Capital LLC,LONMIN plc,GB0031192486,0.71%,2013-01-09
UNITED KINGDOM,Bocage Capital LLC,LONMIN plc,GB0031192486,0.87%,2013-01-11
UNITED KINGDOM,GUEVOURA FUND LTD,LONMIN PLC,GB0031192486,0.67%,2012-12-06
UNITED KINGDOM,Investec Asset Management Limited,Lonmin Plc,GB0031192486,0.58%,2012-11-13
UNITED KINGDOM,Investec Asset Management Limited,Lonmin Plc,GB0031192486,0.00%,2012-11-14
UNITED KINGDOM,Magnetar Financial (UK) LLP,Lonmin Plc,GB0031192486,0.63%,2012-12-04
UNITED KINGDOM,Magnetar Financial (UK) LLP,Lonmin Plc,GB0031192486,0.94%,2012-12-05
UNITED KINGDOM,Magnetar Financial (UK) LLP,Lonmin Plc,GB0031192486,1.10%,2012-12-06
UNITED KINGDOM,Magnetar Financial (UK) LLP,Lonmin Plc,GB0031192486,0.17%,2012-12-11
UNITED KINGDOM,Marshall Wace LLP,Lonmin PLC,GB0031192486,0.54%,2012-11-27
UNITED KINGDOM,Marshall Wace LLP,Lonmin PLC,GB0031192486,0.62%,2012-11-28
UNITED KINGDOM,Marshall Wace LLP,Lonmin PLC,GB0031192486,0.03%,2012-12-11
UNITED KINGDOM,NOMURA INTERNATIONAL PLC,LONMIN PLC,GB0031192486,0.54%,2012-11-29
UNITED KINGDOM,NOMURA INTERNATIONAL PLC,LONMIN PLC,GB0031192486,0.84%,2012-12-05
UNITED KINGDOM,Occitan Master Fund LP,Lonmin PLC,GB0031192486,0.97%,2012-11-07
UNITED KINGDOM,Occitan Master Fund LP,Lonmin plc,GB0031192486,1.09%,2012-11-08
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.94%,2012-11-12
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.48%,2012-11-19
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.51%,2012-11-26
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.62%,2012-11-28
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.51%,2012-12-13
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.46%,2012-12-14
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.51%,2012-12-19
UNITED KINGDOM,Occitan Master Fund LP,LONMIN PLC,GB0031192486,0.44%,2013-01-11
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,1.43%,2012-11-01
UNITED KINGDOM,Odey Asset Management LLP,Lonmin plc,GB0031192486,1.56%,2012-11-02
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,1.38%,2012-11-14
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,0.89%,2012-11-30
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,0.94%,2013-01-16
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,0.82%,2013-01-31
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,0.55%,2013-02-01
UNITED KINGDOM,Sothic Capital Management LLP,Lonmin Plc,GB0031192486,0.80%,2012-11-01
UNITED KINGDOM,Sothic Capital Management LLP,Lonmin Plc,GB0031192486,0.57%,2012-12-11
UNITED KINGDOM,Sothic Capital Management LLP,Lonmin Plc,GB0031192486,0.29%,2012-12-19
UNITED KINGDOM,Sunrise Partners Limited Partnership,Lonmin plc,GB0031192486,0.58%,2012-11-06
UNITED KINGDOM,Sunrise Partners Limited Partnership,Lonmin plc,GB0031192486,0.77%,2012-11-07
UNITED KINGDOM,Bocage Capital LLC,LONMIN plc ,GB0031192486,0.98%,2012-01-17
UNITED KINGDOM,Bocage Capital LLC,LONMIN plc ,GB0031192486,0.68%,2013-01-08
UNITED KINGDOM,Lazard Asset Management LLC,Lonrho,GB0002568813,1.15%,2012-11-01
UNITED KINGDOM,Lazard Asset Management LLC,Lonrho,GB0002568813,0.99%,2012-11-14
UNITED KINGDOM,Lazard Asset Management LLC,Lonrho,GB0002568813,0.89%,2012-12-10
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.10%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.26%,2012-11-06
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.31%,2012-11-09
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.29%,2012-11-19
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.32%,2012-11-26
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.47%,2012-12-04
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.56%,2012-12-07
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.49%,2012-12-21
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.39%,2012-12-28
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.28%,2013-01-22
UNITED KINGDOM,"AQR Capital Management, LLC",Man Group PLC,GB00B28KQ186,1.18%,2013-02-12
UNITED KINGDOM,Lansdowne Partners Limited,Man Group PLC,GB00B28KQ186,1.71%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Man Group PLC,GB00B83VD954,1.69%,2013-01-02
UNITED KINGDOM,Lansdowne Partners Limited,Man Group PLC,GB00B83VD954,1.83%,2013-02-06
UNITED KINGDOM,Tremblant Capital LP,MANCHESTER UNITED PLC,KYG5784H1065,0.78%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MARKS & SPENCER GROUP PLC,GB0031274896,0.50%,2013-02-20
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,MARKS AND SPENCER GROUP PLC,GB0031274896,0.68%,2012-11-01
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,Marks and Spencer Group plc,GB0031274896,0.71%,2012-11-07
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,MARKS AND SPENCER GROUP PLC,GB0031274896,0.80%,2012-11-09
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,MARKS AND SPENCER GROUP PLC,GB0031274896,0.94%,2012-11-28
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marks and Spencer Group PLC,GB0031274896,0.61%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MARKS AND SPENCER GROUP PLC,GB0031274896,0.56%,2012-11-15
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marks and Spencer Group PLC,GB0031274896,0.49%,2013-01-15
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marks and Spencer Group PLC,GB0031274896,0.50%,2013-01-16
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marks and Spencer Group PLC,GB0031274896,0.45%,2013-02-07
UNITED KINGDOM,Soroban Capital Partners LLC,Marks and Spencer Group PLC,GB0031274896,0.72%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MARSTONS PLC,GB00B1JQDM80,1.45%,2013-02-08
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marston's PLC,GB00B1JQDM80,1.60%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marston's PLC,GB00B1JQDM80,1.62%,2013-01-04
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Marston's PLC,GB00B1JQDM80,1.55%,2013-01-09
UNITED KINGDOM,Henderson Global Investors,Marston's plc,GB000B1JQDM80,2.20%,2012-11-01
UNITED KINGDOM,Henderson Global Investors,Marston's plc,GB00B1JQDM80,2.16%,2012-11-26
UNITED KINGDOM,GLG Partners LP,Max Petroleum Plc,GB00B0H1P667,2.60%,2012-11-01
UNITED KINGDOM,GLG Partners LP,Max Petroleum Plc,GB00B0H1P667,1.55%,2012-12-31
UNITED KINGDOM,GLG Partners LP,Max Petroleum Plc,GB00B0H1P667,1.49%,2013-01-16
UNITED KINGDOM,GLG Partners LP,Max Petroleum Plc,GB00B0H1P667,1.06%,2013-01-22
UNITED KINGDOM,Henderson Alternative Investment Limited,Mcbride Group Plc,GB0005746358,0.51%,2013-01-31
UNITED KINGDOM,Henderson Alternative Investment Limited,Mcbride Group Plc,GB0005746358,0.61%,2013-02-08
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Mears Group PLC,GB0005630420,2.91%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MEARS GROUP PLC,GB0005630420,2.87%,2012-11-29
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Mears Group PLC,GB0005630420,2.79%,2013-01-17
UNITED KINGDOM,Insight Investment Management (Global) Ltd,Mears Group PLC,GB0005630420,0.54%,2013-01-14
UNITED KINGDOM,Sunrise Partners Limited Partnership,Mediaset Spa,IT0001063210,0.58%,2012-11-06
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Meggitt PLC,GB0005758098,0.60%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Meggitt PLC,GB0005758098,0.57%,2012-11-09
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MEGGITT PLC,GB0005758098,0.47%,2013-02-08
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Michael Page International plc,GB0030232317,0.51%,2012-12-20
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Michael Page International plc,GB0030232317,0.46%,2013-01-15
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,0.63%,2013-01-15
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,0.72%,2013-01-16
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,0.81%,2013-01-17
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.03%,2013-01-18
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.13%,2013-01-21
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.32%,2013-01-22
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.42%,2013-01-23
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.54%,2013-01-25
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.81%,2013-01-30
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,1.94%,2013-02-01
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,2.06%,2013-02-06
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,2.45%,2013-02-12
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,2.65%,2013-02-13
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,2.81%,2013-02-14
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,3.02%,2013-02-19
UNITED KINGDOM,Lansdowne Partners Limited,Michael Page International plc,GB0030232317,3.12%,2013-02-20
UNITED KINGDOM,Newbrook Capital Advisors LP,Michael Page International plc,GB0030232317,0.80%,2012-11-01
UNITED KINGDOM,Newbrook Capital Advisors LP,Michael Page International plc,GB0030232317,0.90%,2013-01-14
UNITED KINGDOM,Saemor Capital B.V.,Michael Page International Plc,GB0030232317,0.51%,2012-12-31
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",MICRO FOCUS INTERNATIONAL PLC,GB00B83XCK58,0.53%,2013-01-02
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Micro Focus International plc,GB00B83XCK58,0.49%,2013-01-24
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Micro Focus International plc,GB00B83XCK58,0.50%,2013-01-28
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",MICRO FOCUS INTERNATIONAL PLC,GB00B83XCK58,0.45%,2013-01-30
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MITIE Group PLC,GB0004657408,0.85%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MITIE Group PLC,GB0004657408,0.91%,2013-01-28
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Mondi plc,GB00B1CRLC47,0.52%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Mondi plc,GB00B1CRLC47,0.44%,2012-11-13
UNITED KINGDOM,GMT Capital Corp,Monitise PLC,GB00B1YMRB82,0.83%,2012-11-01
UNITED KINGDOM,GMT Capital Corp,Monitise PLC,GB00B1YMRB82,0.63%,2012-11-23
UNITED KINGDOM,GMT Capital Corp,Monitise PLC,GB00B1YMRB82,0.55%,2012-12-03
UNITED KINGDOM,Numeric Investors LLC,Monitise PLC,GB00B1YMRB82,0.53%,2013-01-18
UNITED KINGDOM,Numeric Investors LLC,Monitise PLC,GB00B1YMRB82,0.43%,2013-01-23
UNITED KINGDOM,Numeric Investors LLC,Monitise PLC,GB00B1YMRB82,0.51%,2013-02-06
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MORGAN CRUCIBLE CO. PLC,GB0006027295,0.59%,2013-02-18
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Morgan Crucible Company plc,GB0006027295,0.58%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.64%,2012-11-22
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.59%,2012-11-23
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Morgan Crucible Company plc,GB0006027295,0.62%,2013-01-04
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Morgan Sindall Group plc,GB0008085614,1.40%,2012-11-01
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,3.18%,2012-11-01
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.97%,2012-12-11
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.90%,2012-12-14
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.79%,2012-12-18
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.70%,2012-12-28
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.57%,2013-01-28
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.50%,2013-01-31
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.37%,2013-02-06
UNITED KINGDOM,Barrington Wilshire LLC,Mothercare PLC,GB0009067447,2.08%,2013-02-13
UNITED KINGDOM,Cazenove Capital Management Limited,MOTHERCARE plc,GB0009067447,0.63%,2013-01-08
UNITED KINGDOM,Cazenove Capital Management Limited,MOTHERCARE plc,GB0009067447,0.44%,2013-01-18
UNITED KINGDOM,Henderson Alternative Investment Limited,Mothercare plc,GB0009067447,0.50%,2013-01-17
UNITED KINGDOM,"Sierra Global Management, LLC",Mothercare PLC,GB0009067447,0.58%,2012-11-01
UNITED KINGDOM,"Sierra Global Management, LLC",Mothercare PLC,GB0009067447,0.45%,2012-12-28
UNITED KINGDOM,"Sierra Global Management, LLC",Mothercare PLC,GB0009067447,0.51%,2013-01-31
UNITED KINGDOM,"Teton Capital Partners, L.P.",NANOCO GROUP PLC,GB00B01JLR99,0.68%,2012-11-01
UNITED KINGDOM,Shaun Cregan,Noventa,JE00B3YDHF95,1.05%,2013-02-15
UNITED KINGDOM,Ardevora Asset Management LLP,Ocado Group PLC,GB00B3MBS747,0.55%,2012-11-01
UNITED KINGDOM,Ardevora Asset Management LLP,Ocado Group PLC,GB00B3MBS747,0.33%,2012-11-07
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Ocado Group plc,GB00B3MBS747,2.59%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,2.65%,2012-11-15
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,2.52%,2012-11-19
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,2.29%,2012-11-27
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,2.30%,2012-12-11
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,2.29%,2012-12-12
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Ocado Group plc,GB00B3MBS747,2.16%,2013-01-08
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,1.94%,2013-01-30
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Ocado Group plc,GB00B3MBS747,1.70%,2013-02-07
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,OCADO GROUP PLC,GB00B3MBS747,1.68%,2013-02-08
UNITED KINGDOM,Blue Ridge Capital L.L.C,Ocado Group PLC,GB00B3MBS747,2.41%,2012-11-01
UNITED KINGDOM,Blue Ridge Capital L.L.C,Ocado Group PLC,GB00B3MBS747,2.19%,2012-11-26
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.49%,2012-11-01
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.51%,2012-11-02
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.44%,2012-11-12
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.37%,2012-11-14
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.28%,2012-11-15
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.34%,2012-11-27
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.23%,2012-12-04
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.12%,2012-12-12
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.26%,2013-01-21
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.34%,2013-01-22
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.43%,2013-02-08
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.50%,2013-02-18
UNITED KINGDOM,Dalton Strategic Partnership LLP,Ocado Group PLC,GB00B3MBS747,1.48%,2013-02-20
UNITED KINGDOM,Ennismore Fund Management Limited,Ocado Group Plc,GB00B3MBS747,1.09%,2012-11-01
UNITED KINGDOM,Ennismore Fund Management Limited,Ocado Group Plc,GB00B3MBS747,0.99%,2012-11-26
UNITED KINGDOM,GMT Capital Corp,Ocado Group PLC,GB00B3MBS747,2.53%,2012-11-01
UNITED KINGDOM,GMT Capital Corp,Ocado Group PLC,GB00B3MBS747,2.45%,2012-11-15
UNITED KINGDOM,GMT Capital Corp,Ocado Group PLC,GB00B3MBS747,2.52%,2012-11-27
UNITED KINGDOM,GMT Capital Corp,Ocado Group PLC,GB00B3MBS747,2.61%,2013-02-12
UNITED KINGDOM,GMT Capital Corp,Ocado Group PLC,GB00B3MBS747,2.72%,2013-02-22
UNITED KINGDOM,Kynikos Associates LP,Ocado Group PLC,GB00B3MBS747,3.56%,2012-11-01
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,3.89%,2012-11-19
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.23%,2012-11-20
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.35%,2012-11-21
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.22%,2012-11-26
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.32%,2012-12-05
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.41%,2012-12-14
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.51%,2013-01-04
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.48%,2013-01-16
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.57%,2013-01-21
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.66%,2013-01-22
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.90%,2013-02-04
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,5.00%,2013-02-12
UNITED KINGDOM,Kynikos Associates LP,OCADO GROUP PLC,GB00B3MBS747,4.97%,2013-02-14
UNITED KINGDOM,Newedge UK Financial Ltd on behalf of Newedge Group,Ocado Group plc,GB00B3MBS747,0.56%,2012-11-01
UNITED KINGDOM,Newedge UK Financial Ltd on behalf of Newedge Group,Ocado Group plc,GB00B3MBS747,0.16%,2012-11-09
UNITED KINGDOM,Oxford Asset Management,Ocado Group Plc,GB00B3MBS747,0.55%,2012-11-01
UNITED KINGDOM,Parvus Asset Management (UK) LLP,Ocado Group PLC,GB00B3MBS747,0.89%,2012-11-01
UNITED KINGDOM,Parvus Asset Management (UK) LLP,Ocado Group PLC,GB00B3MBS747,0.47%,2012-12-11
UNITED KINGDOM,Parvus Asset Management (UK) LLP,Ocado Group PLC,GB00B3MBS747,0.55%,2013-02-20
UNITED KINGDOM,"Point Lobos Capital, LLC",OCADO Group PLC,GB00B3MBS747,0.54%,2013-02-08
UNITED KINGDOM,"S.A.C. Capital Advisors, L.P.",OCADO GROUP PLC,GB00B3MBS747,0.74%,2012-11-01
UNITED KINGDOM,"S.A.C. Capital Advisors, L.P.",OCADO GROUP PLC,GB00B3MBS747,0.67%,2012-11-27
UNITED KINGDOM,Lansdowne Partners Limited,Ophir Energy Plc,GB00B24CT194,1.71%,2013-02-08
UNITED KINGDOM,Lansdowne Partners Limited,Ophir Engergy Plc,GB00B24CT194,1.09%,2012-11-01
